OBJECTID,src_FID,nbr_FID,LENGTH,NODE_COUNT
3527,574,597,0.00773766963,0
3528,574,917,0.00000000000,1
3529,574,1005,0.00808821235,0
3530,575,278,0.00137852193,0
3531,575,291,0.00598114496,0
3532,575,454,0.00000000000,1
3533,575,529,0.00375200886,0
3534,575,909,0.00758396281,0
3535,575,1003,0.00259910288,0
3536,575,1269,0.00000000000,1
3537,575,1585,0.00224661717,0
3538,576,91,0.00217056304,0
3539,576,107,0.00000000000,1
3540,576,577,0.00534225747,0
3541,576,719,0.00218045985,0
3542,576,720,0.00251133048,0
3543,576,1599,0.00220140324,0
3544,576,1910,0.00338974044,0
3545,576,1911,0.00161154867,0
3546,577,101,0.00191111927,0
3547,577,103,0.00068896978,0
3548,577,105,0.00639084333,0
3549,577,107,0.00257850141,0
3550,577,576,0.00534225747,0
3551,577,719,0.00104265243,0
3552,577,1599,0.00000000000,1
3553,578,564,0.00515664584,0
3554,578,565,0.00308275549,0
3555,578,593,0.00263756608,0
3556,578,594,0.00163297899,0
3557,578,674,0.01357455250,0
3558,578,684,0.00417366629,0
3559,578,823,0.00496341495,0
3560,578,1190,0.00000000000,1
3561,579,286,0.00884416491,0
3562,579,611,0.00743806437,0
3563,579,612,0.00008606258,0
3564,579,613,0.00664534692,0
3565,579,974,0.00089517834,0
3566,579,1463,0.00235602200,0
3567,580,818,0.00541950146,0
3568,580,821,0.00209683912,0
3569,580,840,0.00276427485,0
3570,580,841,0.00476442604,0
3571,580,1190,0.00276359016,0
3572,581,752,0.00469874129,0
3573,581,753,0.00758157321,0
3574,581,855,0.00180799702,0
3575,581,856,0.00167911203,0
3576,581,1111,0.00577386365,0
3577,581,1609,0.00396228832,0
3578,582,375,0.00536099092,0
3579,582,387,0.00000000000,1
3580,582,554,0.00578705545,0
3581,582,783,0.00277096881,0
3582,582,898,0.00179715834,0
3583,582,902,0.00841152780,0
3584,582,1036,0.00956588790,0
3585,582,1685,0.00215678557,0
3586,582,1832,0.00000000000,1
3587,583,321,0.00621065101,0
3588,583,584,0.00661564489,0
3589,583,588,0.00345032199,0
3590,583,589,0.00000000000,1
3591,583,1668,0.00346022436,0
3592,583,1735,0.00000000000,1
3593,584,327,0.00367986692,0
3594,584,583,0.00661564489,0
3595,584,588,0.00000000000,1
3596,584,589,0.00218711873,0
3597,584,758,0.00463199952,0
3598,584,1466,0.00503577703,0
3599,584,1668,0.00152227965,0
3600,585,334,0.01192711782,0
3601,585,511,0.00133500994,0
3602,585,588,0.00133164268,0
3603,585,589,0.01193416032,0
3604,586,632,0.00204457466,0
3605,586,893,0.01294613427,0
3606,586,2052,0.00514479221,0
3607,587,682,0.00194032253,0
3608,587,763,0.00000000000,1
3609,587,799,0.00813987434,0
3610,587,882,0.00555614076,0
3611,587,964,0.00535433011,0
3612,587,968,0.00194022495,0
3613,587,1395,0.00277417240,0
3614,587,1464,0.00000000000,1
3615,588,317,0.00261733754,0
3616,588,321,0.00000000000,1
3617,588,334,0.00136482762,0
3618,588,335,0.00000000000,1
3619,588,583,0.00345032199,0
3620,588,584,0.00000000000,1
3621,588,585,0.00133164268,0
3622,588,589,0.00187056787,0
3623,588,864,0.00356048867,0
3624,588,1735,0.00187200249,0
3625,589,511,0.00109644589,0
3626,589,583,0.00000000000,1
3627,589,584,0.00218711873,0
3628,589,585,0.01193416032,0
3629,589,588,0.00187056787,0
3630,589,1466,0.01035089110,0
3631,590,254,0.00183087428,0
3632,590,255,0.00480507899,0
3633,590,1250,0.00299058117,0
3634,590,1540,0.00190376559,0
3635,590,2045,0.00638106698,0
3636,590,2046,0.00000000000,1
3637,591,699,0.00274402906,0
3638,591,1034,0.00219627417,0
3639,591,1035,0.00272253620,0
3640,591,1212,0.00451133695,0
3641,591,1509,0.00548108993,0
3642,591,1981,0.00000000000,1
3643,592,29,0.00530963176,0
3644,592,30,0.00000000000,1
3645,592,593,0.00370209460,0
3646,592,1091,0.00318296765,0
3647,592,1787,0.00521908540,0
3648,593,29,0.00000000000,1
3649,593,30,0.00524526771,0
3650,593,564,0.00424170333,0
3651,593,578,0.00263756608,0
3652,593,592,0.00370209460,0
3653,593,594,0.00250064681,0
3654,593,1185,0.00156911578,0
3655,593,1787,0.00055207253,0
3656,594,578,0.00163297899,0
3657,594,593,0.00250064681,0
3658,594,674,0.00496111537,0
3659,594,1706,0.00242170299,0
3660,594,1787,0.00265159951,0
3661,595,446,0.00000000000,1
3662,595,451,0.00813355873,0
3663,595,706,0.00000000000,1
3664,595,854,0.00243328241,0
3665,595,1591,0.00821529533,0
3666,595,1681,0.00445596609,0
3667,595,1893,0.00678529004,0
3668,595,1894,0.00176182441,0
3669,597,54,0.00050817997,0
3670,597,109,0.00427328107,0
3671,597,110,0.00561612532,0
3672,597,111,0.00357808383,0
3673,597,574,0.00773766963,0
3674,597,722,0.00375543984,0
3675,597,1005,0.00017363007,0
3676,598,195,0.00244516278,0
3677,598,196,0.00624411869,0
3678,598,198,0.00316251115,0
3679,598,631,0.00071582397,0
3680,598,801,0.00289908757,0
3681,598,802,0.00334169604,0
3682,599,131,0.00243056491,0
3683,599,188,0.00190342641,0
3684,599,189,0.00290588665,0
3685,599,812,0.00654682315,0
3686,599,813,0.00096575059,0
3687,599,1606,0.00000000000,1
3688,599,1935,0.00514083081,0
3689,600,357,0.00188187423,0
3690,600,361,0.00709010160,0
3691,600,362,0.00230769358,0
3692,600,601,0.00982375586,0
3693,601,356,0.00204588679,0
3694,601,357,0.00261183231,0
3695,601,362,0.00160857571,0
3696,601,600,0.00982375586,0
3697,601,602,0.01058841820,0
3698,601,1636,0.00000000000,1
3699,602,355,0.00953562274,0
3700,602,356,0.00182888904,0
3701,602,362,0.00000000000,1
3702,602,601,0.01058841820,0
3703,602,1636,0.00210343976,0
3704,603,3,0.00309246679,0
3705,603,481,0.00616083945,0
3706,603,1132,0.00000000000,1
3707,603,1141,0.00309486206,0
3708,603,1159,0.00616514760,0
3709,603,1814,0.00000000000,1
3710,604,339,0.00824448465,0
3711,604,607,0.00185828897,0
3712,604,679,0.00000000000,1
3713,604,785,0.00178831193,0
3714,604,903,0.00000000000,1
3715,604,1135,0.00958150456,0
3716,604,1397,0.00245833609,0
3717,605,340,0.00605606404,0
3718,605,372,0.00000000000,1
3719,605,606,0.00000000000,1
3720,605,607,0.00145554258,0
3721,605,1536,0.00376204026,0
3722,605,1753,0.00699768635,0
3723,606,351,0.00766113226,0
3724,606,605,0.00000000000,1
3725,606,607,0.00602576940,0
3726,606,1397,0.00000000000,1
3727,606,1753,0.00414843614,0
3728,606,1905,0.00492253060,0
3729,607,339,0.00264508648,0
3730,607,340,0.00378830646,0
3731,607,604,0.00185828897,0
3732,607,605,0.00145554258,0
3733,607,606,0.00602576940,0
3734,607,1397,0.00386341545,0
3735,607,1753,0.00000000000,1
3736,607,1905,0.00000000000,1
3737,608,610,0.00447365355,0
3738,608,1576,0.00113385007,0
3739,608,1843,0.00706055575,0
3740,608,1942,0.00724064794,0
3741,609,195,0.00081237743,0
3742,609,743,0.00215612321,0
3743,609,800,0.00194603390,0
3744,609,1531,0.00221275878,0
3745,609,2158,0.00000000000,1
3746,609,2159,0.00275277265,0
3747,610,608,0.00447365355,0
3748,610,1576,0.00372576577,0
3749,610,1942,0.00578209190,0
3750,611,289,0.00000000000,1
3751,611,290,0.00527397109,0
3752,611,579,0.00743806437,0
3753,611,612,0.00313686901,0
3754,611,613,0.00081244469,0
3755,612,287,0.00244145259,0
3756,612,289,0.00603095656,0
3757,612,290,0.00000000000,1
3758,612,579,0.00008606258,0
3759,612,611,0.00313686901,0
3760,612,1420,0.00103257190,0
3761,612,1463,0.00612855992,0
3762,613,290,0.00411688791,0
3763,613,293,0.00082429187,0
3764,613,579,0.00664534692,0
3765,613,611,0.00081244469,0
3766,613,685,0.00568371338,0
3767,613,924,0.00347953665,0
3768,613,925,0.00709225084,0
3769,613,974,0.00270706011,0
3770,613,2142,0.00000000000,1
3771,614,519,0.00087414342,0
3772,614,682,0.00119228877,0
3773,614,882,0.00534749965,0
3774,614,964,0.00074850290,0
3775,614,1552,0.00099964804,0
3776,614,1553,0.00373631406,0
3777,614,1554,0.00230274909,0
3778,614,1555,0.00433625142,0
3779,615,455,0.00294320652,0
3780,615,540,0.00168388747,0
3781,615,541,0.00000000000,1
3782,615,1050,0.00260107321,0
3783,615,1257,0.00000000000,1
3784,615,1288,0.00441755009,0
3785,615,1289,0.00000000000,1
3786,615,1299,0.00453536544,0
3787,616,784,0.00407389817,0
3788,616,785,0.00438553763,0
3789,616,786,0.00186738024,0
3790,616,787,0.00373573934,0
3791,616,1134,0.00905641212,0
3792,616,1135,0.00133349072,0
3793,617,256,0.00000000000,1
3794,617,258,0.00163089727,0
3795,617,1016,0.00567158636,0
3796,617,1086,0.00479834699,0
3797,617,1211,0.00446612475,0
3798,618,79,0.00000000000,1
3799,618,83,0.00554800394,0
3800,618,84,0.00268235172,0
3801,618,619,0.00357554111,0
3802,618,868,0.00646544540,0
3803,618,967,0.00000000000,1
3804,618,1495,0.00000000000,1
3805,619,79,0.00644963372,0
3806,619,83,0.00000000000,1
3807,619,477,0.00000000000,1
3808,619,478,0.00277148820,0
3809,619,618,0.00357554111,0
3810,619,763,0.00000000000,1
3811,619,764,0.00268535299,0
3812,619,868,0.00000000000,1
3813,619,967,0.00277436895,0
3814,620,26,0.00506796958,0
3815,620,27,0.00428300795,0
3816,620,46,0.00172560051,0
3817,620,473,0.00161744307,0
3818,620,816,0.00258362812,0
3819,620,834,0.00000000000,1
3820,620,835,0.00242189977,0
3821,621,18,0.00382593494,0
3822,621,622,0.00383344491,0
3823,621,646,0.00000000000,1
3824,621,1666,0.00465275301,0
3825,621,1667,0.00000000000,1
3826,621,2081,0.00197046133,0
3827,621,2162,0.00419352323,0
3828,622,621,0.00383344491,0
3829,622,646,0.00465387015,0
3830,622,726,0.00306257049,0
3831,622,1666,0.00000000000,1
3832,622,1693,0.00076935960,0
3833,622,2081,0.00466919399,0
3834,623,86,0.00000000000,1
3835,623,87,0.00445117509,0
3836,623,624,0.00456959409,0
3837,623,844,0.00649627350,0
3838,623,1601,0.00000000000,1
3839,623,1910,0.00231130393,0
3840,623,2097,0.00232823702,0
3841,623,2098,0.00228433437,0
3842,624,623,0.00456959409,0
3843,624,1600,0.00000000000,1
3844,624,1601,0.00478329070,0
3845,624,1910,0.00242784386,0
3846,624,1911,0.00746053815,0
3847,624,2098,0.00000000000,1
3848,625,208,0.00000000000,1
3849,625,218,0.00717970889,0
3850,625,626,0.00032594173,0
3851,625,1009,0.00756405155,0
3852,625,1311,0.00329195286,0
3853,625,1659,0.00360446874,0
3854,626,205,0.00376790691,0
3855,626,207,0.00000000000,1
3856,626,625,0.00032594173,0
3857,626,1009,0.00664485521,0
3858,626,1010,0.00287685217,0
3859,626,1659,0.00194123335,0
3860,626,1922,0.00242951244,0
3861,626,1924,0.00903147943,0
3862,627,898,0.00355427282,0
3863,627,899,0.00574249277,0
3864,627,902,0.00719796599,0
3865,627,1692,0.00446178943,0
3866,628,494,0.00000000000,1
3867,628,495,0.00223112174,0
3868,628,528,0.00000000000,1
3869,628,936,0.00044316115,0
3870,628,1760,0.00577187484,0
3871,628,1761,0.00198930645,0
3872,628,1850,0.00541732764,0
3873,629,175,0.00553227491,0
3874,629,181,0.00288221196,0
3875,629,182,0.00462483519,0
3876,629,630,0.00215680319,0
3877,629,1090,0.00000000000,1
3878,629,1370,0.00000000000,1
3879,629,1477,0.00564341521,0
3880,629,1952,0.00000000000,1
3881,630,182,0.00966445628,0
3882,630,629,0.00215680319,0
3883,630,906,0.00774118024,0
3884,630,923,0.00407239396,0
3885,630,1065,0.00235184722,0
3886,630,1090,0.00242724252,0
3887,630,1370,0.00000000000,1
3888,630,1477,0.00000000000,1
3889,631,195,0.00378383195,0
3890,631,196,0.00296471618,0
3891,631,598,0.00071582397,0
3892,631,743,0.00289565725,0
3893,631,1517,0.00451869852,0
3894,632,266,0.00489432534,0
3895,632,461,0.00000000000,1
3896,632,586,0.00204457466,0
3897,632,650,0.00357585286,0
3898,632,893,0.00588500798,0
3899,632,1898,0.00651199580,0
3900,633,642,0.01397381690,0
3901,633,872,0.01397363721,0
3902,633,1721,0.00380825835,0
3903,633,1946,0.00378622081,0
3904,634,7,0.00349317412,0
3905,634,1066,0.00155907841,0
3906,634,1080,0.00350106010,0
3907,634,1082,0.00160177367,0
3908,634,1629,0.00000000000,1
3909,634,2150,0.00000000000,1
3910,635,299,0.00170134254,0
3911,635,302,0.00736410127,0
3912,635,965,0.00066655064,0
3913,635,1283,0.00346726975,0
3914,635,2048,0.00677531267,0
3915,635,2118,0.00000000000,1
3916,636,521,0.00037254062,0
3917,636,1124,0.01105571598,0
3918,636,1500,0.00578897309,0
3919,636,1805,0.00971555012,0
3920,636,1806,0.00450150227,0
3921,636,2117,0.00000000000,1
3922,637,53,0.00368029932,0
3923,637,56,0.00000000000,1
3924,637,638,0.00448282461,0
3925,637,805,0.00224199311,0
3926,637,1199,0.00224175420,0
3927,637,1848,0.00368115192,0
3928,637,1849,0.00000000000,1
3929,638,53,0.00000000000,1
3930,638,56,0.00330150773,0
3931,638,63,0.00224132529,0
3932,638,637,0.00448282461,0
3933,638,639,0.00224088298,0
3934,638,1718,0.00000000000,1
3935,638,1848,0.00000000000,1
3936,638,1849,0.00330153134,0
3937,639,56,0.00074750363,0
3938,639,63,0.00570899101,0
3939,639,65,0.00570697218,0
3940,639,71,0.00074830749,0
3941,639,638,0.00224088298,0
3942,639,725,0.00224154803,0
3943,640,1,0.00499735234,0
3944,640,1505,0.00000000000,1
3945,640,1825,0.00311136536,0
3946,640,1826,0.00076921389,0
3947,640,2145,0.00499229638,0
3948,640,2146,0.00387434453,0
3949,641,40,0.00328144550,0
3950,641,666,0.00299707441,0
3951,641,713,0.00171074955,0
3952,641,714,0.00491897561,0
3953,641,861,0.00000000000,1
3954,641,940,0.00255407042,0
3955,641,1513,0.00198073328,0
3956,642,633,0.01397381690,0
3957,642,865,0.01706404897,0
3958,642,1721,0.00380242814,0
3959,642,1946,0.00093712409,0
3960,643,651,0.00547570307,0
3961,643,658,0.00388413385,0
3962,643,739,0.00000000000,1
3963,643,1222,0.00076379249,0
3964,643,1223,0.00348907557,0
3965,643,1327,0.00348948815,0
3966,643,1373,0.00000000000,1
3967,643,1845,0.00082401643,0
3968,644,1026,0.00435902340,0
3969,644,1171,0.00613065060,0
3970,644,1297,0.00459016212,0
3971,644,1298,0.00215554025,0
3972,644,1312,0.00823087721,0
3973,645,300,0.00739824595,0
3974,645,301,0.00449812653,0
3975,645,303,0.00360656741,0
3976,645,492,0.00450239628,0
3977,645,924,0.00514823377,0
3978,645,1189,0.00648344128,0
3979,645,1955,0.00512919031,0
3980,646,621,0.00000000000,1
3981,646,622,0.00465387015,0
3982,646,713,0.00225310110,0
3983,646,726,0.00284290162,0
3984,646,940,0.00000000000,1
3985,646,1666,0.00380465798,0
3986,646,1971,0.00256825192,0
3987,647,500,0.00573214793,0
3988,647,648,0.00537183781,0
3989,647,1037,0.00866221801,0
3990,647,1329,0.00408037657,0
3991,647,1361,0.00000000000,1
3992,647,1590,0.00294613910,0
3993,648,647,0.00537183781,0
3994,648,1329,0.00813377757,0
3995,648,1590,0.00612515755,0
3996,648,1591,0.00283143990,0
3997,648,1893,0.00600957376,0
3998,649,267,0.00000000000,1
3999,649,650,0.00242581537,0
4000,649,893,0.00778409996,0
4001,649,1237,0.00901259531,0
4002,649,1238,0.00960135408,0
4003,650,266,0.00425273037,0
4004,650,267,0.00436280454,0
4005,650,486,0.00000000000,1
4006,650,632,0.00357585286,0
4007,650,649,0.00242581537,0
4008,650,893,0.00291435763,0
4009,650,1237,0.00000000000,1
4010,651,643,0.00547570307,0
4011,651,739,0.00349759565,0
4012,651,845,0.00000000000,1
4013,651,901,0.00547004405,0
4014,651,1223,0.00000000000,1
4015,651,1327,0.00000000000,1
4016,651,1373,0.00349713931,0
4017,651,1374,0.00000000000,1
4018,652,374,0.00000000000,1
4019,652,852,0.01250614370,0
4020,652,981,0.00177620516,0
4021,652,1388,0.00380174348,0
4022,652,1739,0.00419462785,0
4023,652,1740,0.00865122867,0
4024,652,1809,0.00000000000,1
4025,652,2104,0.00014059315,0
4026,653,366,0.00184079446,0
4027,653,680,0.00451573112,0
4028,653,761,0.00451907296,0
4029,653,1124,0.00107115517,0
4030,653,1675,0.00267175163,0
4031,653,1687,0.00542664553,0
4032,654,366,0.00000000000,1
4033,654,678,0.00256623416,0
4034,654,754,0.00078606260,0
4035,654,889,0.00413664007,0
4036,654,890,0.00619914402,0
4037,654,1467,0.00790302904,0
4038,654,1499,0.00176400911,0
4039,654,1675,0.00373659976,0
4040,655,139,0.00632641370,0
4041,655,279,0.00261598618,0
4042,655,320,0.00087495801,0
4043,655,328,0.00000000000,1
4044,655,775,0.00349856189,0
4045,655,1333,0.00160711217,0
4046,655,1413,0.00906935238,0
4047,655,1729,0.00090674176,0
4048,655,1904,0.00138175789,0
4049,656,659,0.00466892216,0
4050,656,751,0.00156557926,0
4051,656,1623,0.00000000000,1
4052,656,1705,0.00997885709,0
4053,656,1729,0.00340633203,0
4054,656,1918,0.00147191651,0
4055,656,1985,0.00000000000,1
4056,657,33,0.00167585814,0
4057,657,41,0.00257197470,0
4058,657,483,0.00000000000,1
4059,657,827,0.00571305840,0
4060,657,1732,0.00322768696,0
4061,657,1733,0.00080625832,0
4062,657,1841,0.00255957222,0
4063,658,643,0.00388413385,0
4064,658,1222,0.00500417230,0
4065,658,1845,0.00500857512,0
4066,658,1877,0.00000000000,1
4067,658,1959,0.00388439134,0
4068,659,656,0.00466892216,0
4069,659,928,0.00682886074,0
4070,659,1728,0.00000000000,1
4071,659,1729,0.00382700298,0
4072,659,1918,0.00000000000,1
4073,659,1985,0.00401378848,0
4074,660,753,0.00468479388,0
4075,660,855,0.00461087670,0
4076,660,1326,0.00383755174,0
4077,660,1487,0.00545179318,0
4078,660,1497,0.00368365832,0
4079,660,1580,0.01212509449,0
4080,660,1627,0.00548448467,0
4081,661,476,0.00410531155,0
4082,661,1054,0.00291695731,0
4083,661,1459,0.00333589905,0
4084,661,2131,0.00450667899,0
4085,662,364,0.00960332959,0
4086,662,663,0.01191190425,0
4087,662,686,0.00480577046,0
4088,662,836,0.00000000000,1
4089,662,1616,0.00199842214,0
4090,662,1646,0.00000000000,1
4091,662,1687,0.00528582476,0
4092,663,662,0.01191190425,0
4093,663,1616,0.00378541138,0
4094,663,1687,0.01460492219,0
4095,664,531,0.00612467211,0
4096,664,1061,0.00000000000,1
4097,664,1062,0.00842534269,0
4098,664,2050,0.00538012529,0
4099,664,2156,0.00066534152,0
4100,665,431,0.00285274261,0
4101,665,1568,0.00420787489,0
4102,665,1711,0.00448686262,0
4103,665,1719,0.00250605973,0
4104,665,2070,0.00527832827,0
4105,666,38,0.00373820910,0
4106,666,40,0.00102864939,0
4107,666,641,0.00299707441,0
4108,666,668,0.00204283390,0
4109,666,1214,0.00198399300,0
4110,666,1513,0.00373634780,0
4111,667,668,0.00308782011,0
4112,667,770,0.00080099944,0
4113,667,780,0.00000000000,1
4114,667,1213,0.00398225079,0
4115,667,1214,0.00395642813,0
4116,667,1654,0.01258098170,0
4117,667,1663,0.00089251128,0
4118,668,38,0.00102138306,0
4119,668,666,0.00204283390,0
4120,668,667,0.00308782011,0
4121,668,780,0.00301737930,0
4122,668,1214,0.00305776290,0
4123,668,1654,0.00000000000,1
4124,669,262,0.00594082466,0
4125,669,851,0.00468349527,0
4126,669,1533,0.00644907537,0
4127,669,1540,0.00015716961,0
4128,669,1541,0.00537464699,0
4129,669,1556,0.00000000000,1
4130,670,728,0.00104509839,0
4131,670,729,0.00308254603,0
4132,670,1172,0.00854954948,0
4133,670,1422,0.00852880276,0
4134,671,794,0.00811915699,0
4135,671,1188,0.00340445326,0
4136,671,1435,0.00970929493,0
4137,671,1803,0.00034661377,0
4138,671,1804,0.00000000000,1
4139,672,382,0.00750211447,0
4140,672,849,0.00206284035,0
4141,672,852,0.00635657032,0
4142,672,1744,0.00000000000,1
4143,672,1809,0.01197655363,0
4144,673,21,0.00000000000,1
4145,673,23,0.00000000000,1
4146,673,24,0.00514564544,0
4147,673,25,0.00514648230,0
4148,673,27,0.00000000000,1
4149,673,108,0.00323219306,0
4150,673,831,0.00323430119,0
4151,674,22,0.00727410037,0
4152,674,26,0.00569427954,0
4153,674,578,0.01357455250,0
4154,674,594,0.00496111537,0
4155,674,819,0.00083590111,0
4156,674,822,0.00855308815,0
4157,674,823,0.00226630616,0
4158,674,834,0.00512738589,0
4159,674,1179,0.00242718056,0
4160,674,1180,0.00586706623,0
4161,674,1706,0.00338383975,0
4162,675,522,0.00091290379,0
4163,675,740,0.00460973891,0
4164,675,782,0.00393508095,0
4165,675,919,0.00312289714,0
4166,675,1396,0.00232383621,0
4167,675,1518,0.00000000000,1
4168,675,1958,0.00236097332,0
4169,675,1962,0.00059697685,0
4170,676,567,0.00692465745,0
4171,676,570,0.00308990534,0
4172,676,1229,0.00617064871,0
4173,676,1344,0.00000000000,1
4174,676,1347,0.00000000000,1
4175,676,1514,0.00383255533,0
4176,677,335,0.00176559055,0
4177,677,336,0.00419546014,0
4178,677,466,0.00404101707,0
4179,677,467,0.00000000000,1
4180,677,511,0.00475346420,0
4181,677,693,0.00557866966,0
4182,677,1498,0.00000000000,1
4183,677,1642,0.00456983522,0
4184,678,654,0.00256623416,0
4185,678,1499,0.00506156257,0
4186,678,1615,0.00209917602,0
4187,678,1616,0.00760297638,0
4188,678,1675,0.00633991895,0
4189,678,1687,0.00233689407,0
4190,679,339,0.00282519513,0
4191,679,340,0.00237436743,0
4192,679,604,0.00000000000,1
4193,679,785,0.00395226564,0
4194,679,981,0.00000000000,1
4195,679,1535,0.00597007378,0
4196,679,1536,0.00350492923,0
4197,680,653,0.00451573112,0
4198,680,1124,0.00318397312,0
4199,680,1687,0.00552814277,0
4200,680,1688,0.00549227458,0
4201,680,1805,0.00374398490,0
4202,681,362,0.00239850081,0
4203,681,365,0.00402114425,0
4204,681,694,0.00214828545,0
4205,681,695,0.00347932996,0
4206,681,776,0.00710777201,0
4207,682,519,0.00344495658,0
4208,682,561,0.00499356205,0
4209,682,587,0.00194032253,0
4210,682,614,0.00119228877,0
4211,682,882,0.00429024343,0
4212,682,982,0.00350199974,0
4213,682,1395,0.00284206389,0
4214,682,1548,0.00000000000,1
4215,683,446,0.00331980402,0
4216,683,1574,0.01221859954,0
4217,683,1680,0.00423532709,0
4218,683,1681,0.00197340735,0
4219,684,565,0.00543872847,0
4220,684,578,0.00417366629,0
4221,684,823,0.00000000000,1
4222,684,1190,0.00410784857,0
4223,684,2158,0.00312865423,0
4224,685,284,0.00178938513,0
4225,685,613,0.00568371338,0
4226,685,922,0.00103277007,0
4227,685,925,0.00000000000,1
4228,685,974,0.00748447649,0
4229,685,2141,0.00650609022,0
4230,685,2142,0.01342314676,0
4231,686,364,0.00000000000,1
4232,686,662,0.00480577046,0
4233,686,768,0.00000000000,1
4234,686,777,0.00392396392,0
4235,686,1616,0.00471290981,0
4236,686,1646,0.00668572362,0
4237,687,1044,0.00000000000,1
4238,687,1056,0.00461646056,0
4239,687,1315,0.00101720633,0
4240,687,1316,0.00301307748,0
4241,687,1949,0.00523192033,0
4242,687,1950,0.00237142196,0
4243,688,1103,0.00810395995,0
4244,688,1355,0.01053044477,0
4245,688,1991,0.00833509810,0
4246,688,2137,0.00000000000,1
4247,688,2138,0.00919817183,0
4248,689,697,0.00000000000,1
4249,689,701,0.00000000000,1
4250,689,874,0.00178066159,0
4251,689,875,0.00131480222,0
4252,689,1403,0.00781776801,0
4253,689,2087,0.00000000000,1
4254,689,2090,0.00313740884,0
4255,689,2091,0.00116938999,0
4256,689,2096,0.00637972758,0
4257,690,1325,0.01040534029,0
4258,690,1437,0.00673270504,0
4259,690,1836,0.00390553028,0
4260,691,692,0.00782412776,0
4261,691,693,0.00321999594,0
4262,691,1615,0.00687418685,0
4263,691,1616,0.00389930824,0
4264,692,457,0.00091571575,0
4265,692,467,0.00623274626,0
4266,692,691,0.00782412776,0
4267,692,693,0.00107543615,0
4268,692,768,0.00157974366,0
4269,692,777,0.00225169154,0
4270,692,1616,0.00117080194,0
4271,692,1622,0.00000000000,1
4272,692,1630,0.00290134831,0
4273,693,466,0.00000000000,1
4274,693,467,0.00399315446,0
4275,693,511,0.00000000000,1
4276,693,677,0.00557866966,0
4277,693,691,0.00321999594,0
4278,693,692,0.00107543615,0
4279,693,1498,0.00184321147,0
4280,693,1615,0.00299923900,0
4281,694,424,0.00000000000,1
4282,694,504,0.00624411918,0
4283,694,681,0.00214828545,0
4284,694,695,0.00321227864,0
4285,694,776,0.00233567433,0
4286,694,1947,0.00410847193,0
4287,695,365,0.00420754553,0
4288,695,424,0.00548566472,0
4289,695,504,0.00000000000,1
4290,695,681,0.00347932996,0
4291,695,694,0.00321227864,0
4292,695,1690,0.00027014959,0
4293,695,1699,0.00000000000,1
4294,695,1700,0.00271815562,0
4295,696,314,0.00000000000,1
4296,696,318,0.00258458409,0
4297,696,733,0.00439681585,0
4298,696,864,0.00223770296,0
4299,696,1734,0.00370579021,0
4300,696,1735,0.00735703070,0
4301,697,86,0.00372679970,0
4302,697,689,0.00000000000,1
4303,697,1941,0.00659186419,0
4304,697,2090,0.00247201174,0
4305,697,2096,0.00669503453,0
4306,697,2097,0.00138371158,0
4307,698,435,0.00708522990,0
4308,698,1123,0.01817155894,0
4309,698,1353,0.01688062872,0
4310,698,1461,0.00000000000,1
4311,699,259,0.00093047099,0
4312,699,591,0.00274402906,0
4313,699,1035,0.00468680972,0
4314,699,1284,0.00655372627,0
4315,699,1285,0.00247203287,0
4316,699,1509,0.00170596564,0
4317,699,1510,0.00223376321,0
4318,700,152,0.00283619243,0
4319,700,154,0.00431536654,0
4320,700,158,0.00000000000,1
4321,700,701,0.00530099897,0
4322,700,2079,0.00093139643,0
4323,700,2095,0.00431931565,0
4324,701,154,0.00000000000,1
4325,701,158,0.00411880225,0
4326,701,689,0.00000000000,1
4327,701,700,0.00530099897,0
4328,701,874,0.00945357597,0
4329,701,2095,0.00418018838,0
4330,701,2096,0.00228298634,0
4331,702,309,0.00236890543,0
4332,702,703,0.00627101239,0
4333,702,885,0.00000000000,1
4334,702,1426,0.00386679563,0
4335,702,1427,0.00035022399,0
4336,702,2050,0.00425232583,0
4337,703,309,0.00195447648,0
4338,703,323,0.00310076959,0
4339,703,324,0.00578237421,0
4340,703,702,0.00627101239,0
4341,703,2050,0.00240485186,0
4342,704,559,0.00346151967,0
4343,704,705,0.00385963110,0
4344,704,1506,0.00000000000,1
4345,704,1624,0.00495245885,0
4346,704,1975,0.00000000000,1
4347,705,518,0.00077451184,0
4348,705,559,0.00000000000,1
4349,705,704,0.00385963110,0
4350,705,1506,0.00500533018,0
4351,705,1624,0.00000000000,1
4352,705,1975,0.00499653337,0
4353,705,2124,0.00000000000,1
4354,705,2125,0.00310194951,0
4355,706,451,0.00532178743,0
4356,706,595,0.00000000000,1
4357,706,1543,0.00000000000,1
4358,706,1546,0.00732775590,0
4359,706,1679,0.00387743870,0
4360,706,1681,0.00643502673,0
4361,707,883,0.01228369620,0
4362,707,1058,0.00991104395,0
4363,707,1443,0.00557875549,0
4364,707,1998,0.00510145011,0
4365,707,2038,0.00000000000,1
4366,708,7,0.00000000000,1
4367,708,9,0.00000000000,1
4368,708,1242,0.00516110293,0
4369,708,1246,0.00000000000,1
4370,708,1247,0.00387029702,0
4371,708,1356,0.00555724973,0
4372,708,1629,0.00349918983,0
4373,709,157,0.00282782904,0
4374,709,158,0.00364451871,0
4375,709,710,0.00709577831,0
4376,709,874,0.00000000000,1
